Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Issue_Education,Issue_Environment,Issue_Financial,Issue_Foreign_Affairs,Issue_Healthcare,Issue_Military,Issue_Other,Issue_Social,trans_Car,trans_Foot_or_bicycle,trans_Motorcycle_or_truck,trans_Public_or_other,Occ_Hightech,Occ_Industry_or_other,Occ_Public_Sector,Occ_Services_or_Retail,Occ_Student_or_Unemployed
Turquoises,4.0,198.819872003958,6971.84859899565,66.27329066798589,0.0,105.19846726674601,1.0,1.0,-1.0,0.8326764870435,0.798758001066744,66.9571042526513,9.87407671287656,39.0164091484621,10.155,5845.0,63.2205034606159,95.99617645042721,1243.97702556831,9537.64553583455,1.0,11066.7175152726,9.79776384949276,752.37715495877,89.76068138144909,4468.42234663133,80.0,0.0,1.0,98.4289593639219,13.0,3.0251076637257004,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Browns,3.0,190.58577349133301,30447.637281434,63.5285911637778,1.0,479.274555340594,1.0,-1.0,-1.0,0.45126870414242104,0.927538173971698,50.83726206794379,0.19248948199674498,9.43877259269357,1.4169999999999998,8583.0,10.0458656903356,437.037343655053,5666.82024071605,52715.921347520896,-1.0,229704.099396924,20.9054381359266,105.73674196574801,21.4183790609241,4109.4104864182,90.0,0.0,2.0,650.071204265488,9.0,417.620278883761,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Violets,10.0,497.035665540293,162723.492424645,165.678555180098,0.0,982.163879011133,0.0,1.0,-1.0,0.294697174802423,0.3781547385733571,362.609628355131,1.39061299152672,90.16848315950479,10.124,5876.0,7.52159534022212,957.607749323853,11736.854288759,115088.54988128401,1.0,964645.885234195,30.9452379102804,801.111230228264,36.7207269882783,27625.062201744702,80.0,2.0,2.0,1433.6099708183801,14.0,947.093217051588,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Khakis,10.0,388.98652235859595,16785.675963051202,129.66217411953198,1.0,129.45699913667102,1.0,-1.0,-1.0,0.48451757850125393,0.825433203252032,551.095605595037,7.659968324005599,91.7321679415181,10.882,5118.0,5.49557895865291,235.534904059023,1765.63979948476,24060.2008709448,0.0,16759.1146254721,15.3471464467836,585.9079663803781,46.127097448334105,16951.941571523403,100.0,0.0,5.0,290.506234455908,16.0,131.15824177823998,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Purples,7.0,265.961085891055,30355.700930863597,88.6536952970182,1.0,342.407621353653,1.0,1.0,1.0,0.781188412802294,0.997530431952327,501.6839441576659,5.02502279123291,93.9674858236685,6.184,3816.0,60.075101652182596,391.856948599113,4207.79011073476,49359.1992724917,1.0,117242.97916106699,19.795376950164698,193.467131513465,0.678496621549129,7958.13138511357,80.52487698195735,0.0,2.0,651.905794603927,12.0,529.9875574587201,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Violets,6.0,247.04138862531897,79997.6695388752,82.34712954177309,1.0,971.468829381526,0.0,-1.0,1.0,0.49585901177488295,0.736061107367277,514.4677979279106,9.94593336712569,65.2009213808924,8.572000000000001,7428.0,59.132261527702205,985.964342465996,11686.616978747199,117542.51076357802,-1.0,943751.686459912,31.400069147471598,820.286106812598,92.3766575520858,6873.39687331133,60.0,1.0,2.0,1466.0450795665197,11.0,963.060576817952,4.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Khakis,9.0,347.70981794192596,11519.3877354902,115.903272647309,1.0,99.3879419655686,1.0,-1.0,1.0,0.9999600783921779,0.822868506424129,833.499311469495,1.76217608852312,85.7959971530363,6.706,9294.0,66.829921444878,138.987862039357,1271.8551437344,13051.6625301471,-1.0,9877.96300815123,21.25165219196316,728.261320134807,42.3423911910504,13559.471883003702,70.0,1.0,1.0,140.311316849018,10.0,10.566893634078,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Khakis,6.0,449.13183627304903,147975.501212996,149.710612091016,0.0,988.410234559958,0.0,1.0,1.0,0.13691578200086998,0.304637220222503,856.778317363933,6.18389245821163,93.6430088244379,11.853,4147.0,52.377991238609,941.560953157023,11767.224251913602,114049.48332615901,-1.0,411978.5521702946,30.684865213277696,799.27052139877,20.0052680214867,22572.9779847578,60.0,2.0,3.0,1422.8031222990198,9.0,953.114482003401,2.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Oranges,8.0,963.739703810545,127254.016032533,321.246567936848,1.0,396.125682679819,1.0,-1.0,1.0,0.9070451064035301,0.4830991786787301,996.244056150317,4.99794635223225,16.18735070806,5.1770000000000005,6823.0,16.439550626091698,443.51742110858396,4848.29166901536,49460.7056928325,-1.0,156915.55647855302,21.059853302162,219.55029935220298,12.088134861551199,103530.603979141,50.0,0.0,4.0,596.282060278509,8.0,315.007626025602,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Blues,9.0,1678.4015896869698,18633.3940780986,559.467196562324,1.0,33.3056061062962,1.0,1.0,1.0,0.105251122266054,0.28079874208197,301.792912650853,8.06103835115209,44.873017864301794,6.968999999999999,7031.0,72.6230652770028,444.036615546793,1221.12929215655,37239.2923722509,0.0,1109.26339810775,21.072176336268498,650.714215835965,46.5993840480223,313573.011225869,100.0,2.0,4.0,427.96716296579694,13.0,513.0336249016149,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Purples,3.0,330.143923109118,41078.2536772752,110.047974369706,1.0,373.275872750487,1.0,-1.0,1.0,0.665922100888565,0.123029607115313,139.408078743145,8.8982528145425,83.732121065259,0.38000000000000106,9620.0,72.167483298108,391.421738854726,4515.60220521432,47341.427220964004,-1.0,139334.877177638,19.784381184528502,184.65136481189998,29.733879235573102,12230.6046372452,80.0,2.0,5.0,600.0853756318589,13.0,420.956446775114,6.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Khakis,5.0,638.00891665762,55195.133384502304,212.66963888587298,0.0,259.534617511257,1.0,-1.0,-1.0,0.734607928665355,0.14046793966554097,742.718091467395,1.01356479339302,98.868329403922,9.121,6879.0,87.2397348517552,332.060276414268,3259.4667279410996,37046.9365013564,0.0,67358.2176867143,18.222521132221697,376.51543190171304,91.0585578065366,45451.0449427337,90.0,0.0,1.0,456.764795100567,14.0,263.9141691532,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Browns,2.0,397.789185777368,70078.7085082702,132.596395259123,0.0,528.511415195872,0.0,1.0,1.0,0.110417708754539,0.26685946504585395,380.030386149883,9.323234925977891,16.8479001615196,2.4419999999999997,7558.0,82.115124957636,475.97287533568,6237.05990263008,58046.29028265821,0.0,279324.315992344,21.816802591939997,43.5198713687443,66.8168390635401,17724.4004309726,60.0,0.0,2.0,720.004255353743,6.0,477.55505206408696,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Purples,8.0,313.28791483334,35674.0065749106,104.429304944447,0.0,341.60915457484,1.0,-1.0,-1.0,0.869740609079599,0.849876416614279,149.718318833038,8.85225731413811,71.1308034136891,2.77,7230.0,85.3069621603936,453.86542807367897,4323.82240189575,57227.4314757687,-1.0,116696.81448933699,21.3041176318964,227.73426666424703,33.6461076047271,11019.9090361247,80.0,2.0,2.0,771.136357291233,13.0,656.993113134877,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Khakis,8.0,154.747104889075,41996.580476677904,51.582368296358396,0.0,814.1654186056979,0.0,1.0,-1.0,0.785243811784312,0.159535451093689,438.503673300147,7.10386961698532,19.4967906922102,8.301,7699.0,55.7112182257697,682.47294484172,9506.60007574042,86243.4617436264,-1.0,662865.328853391,26.124183142095,455.125640211432,20.300933928228897,2722.32308735751,70.0,0.0,3.0,1082.7033670005499,13.0,774.1223495648669,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Khakis,6.0,267.473339583553,86477.94251300111,89.1577798611843,1.0,969.942753707465,0.0,1.0,-1.0,0.14089189679361902,0.9098265334032479,152.776016388088,3.3371096220798795,74.9754319898784,11.878,4122.0,24.2319373646751,936.638677725568,11572.7048925258,114225.83184756199,1.0,940788.94546962,30.604553218852402,808.1605834630819,22.359873494133396,8048.26748963658,60.0,0.0,1.0,1435.74540742136,8.0,991.552644195209,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Whites,5.0,62.75745312207211,10822.1783884465,20.9191510406907,1.0,517.333536499442,0.0,1.0,1.0,0.914500965038314,0.30409995559603004,903.554105898365,2.18792778206989,60.2452041115612,3.138,6862.0,76.5123600373045,370.129962765353,5913.595290525121,48026.7163835556,-1.0,267633.987987019,19.2387619862961,154.389916268743,70.9845293313265,468.530031303922,60.0,1.0,2.0,594.016608004781,7.0,418.332575732038,2.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Purples,3.0,685.955905700326,80982.0330975044,228.65196856677503,1.0,354.171598019085,1.0,-1.0,1.0,0.0105572245083749,0.7087487007956949,498.59976046718697,5.986258445773269,70.0994661077857,4.899,5101.0,32.3221796890721,408.74213451911794,4359.200249229079,48762.2694773682,-1.0,125437.52084339199,20.2173720972612,183.337066651495,0.31616920605301896,52520.3746980284,90.0,1.0,3.0,621.589027597687,13.0,436.607893457145,2.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Browns,7.0,259.99561638768995,29567.7862845817,86.6652054625634,0.0,341.172517006886,1.0,1.0,1.0,0.0915362918749452,0.416128832148388,460.828724550083,9.033374506980179,94.0676650032401,0.8370000000000001,9163.0,34.2218397650868,399.10132324318397,4209.92781655523,47342.8286331994,-1.0,116398.686360814,19.977520447823,205.243953799047,55.665088421665104,7607.523043330891,100.0,0.0,1.0,602.325616198415,9.0,418.034347157721,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Greys,6.0,190.983566111539,30657.9141765611,63.66118870384629,1.0,481.579354717716,1.0,1.0,1.0,0.7315625580959019,0.8503277818672359,34.8665565252304,4.4897223869338605,56.6155918873847,8.725,3275.0,51.3301711995155,615.645870193415,6047.085287563989,66872.8156576,1.0,231918.67489033198,24.8122121180965,147.57944836800698,85.7666566269472,4126.4081358905705,40.0,2.0,1.0,807.332631948576,8.0,410.18682660546204,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Browns,8.0,98.379365548055,50906.47501282519,32.7931218493517,0.5272206303724928,353.75709955961304,1.0,1.0,1.0,0.115824974142015,0.36995171033777297,446.4393262751401,1.97015443118289,48.9903303096071,5.027,4973.0,65.6771985581145,398.693581355641,4334.9581583074105,46877.1981705033,-1.0,125144.08548883,19.967312822601897,209.21433219362498,25.9687358746305,1118.18196247578,80.0,0.0,3.0,589.1529977312259,7.0,389.906129110377,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Whites,6.0,148.259237809073,15048.801114806101,49.4197459363576,0.0,304.509884251242,1.0,1.0,-1.0,0.8875970630906519,0.0463266740553081,351.984682027251,3.4423640742898,51.246744200602926,2.8369999999999997,7163.0,91.1374106537551,298.512264847118,3642.12337220666,41517.2186829821,0.0,92726.26960670481,17.277507483636597,283.820868687587,66.2271163892001,2501.7310343505,90.0,2.0,0.0,569.972232503652,9.0,541.7204114322441,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Browns,6.0,114.108966934167,13285.3649756773,38.036322311389,1.0,349.28100742535105,1.0,1.0,1.0,0.131194941233844,0.320652791764587,68.628960987553,4.873610884646964,30.9987449087203,2.451,7549.0,67.81295302789661,407.306335482686,4307.42274521889,48617.568759382695,-1.0,121997.222148068,20.1818318168269,187.18555973161702,14.179678517393802,1494.79813728725,60.0,0.0,3.0,620.966515601668,5.0,438.925425849431,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Violets,5.0,955.838957538446,15929.852309011101,318.612985846149,0.0,49.9974985850177,1.0,-1.0,-1.0,0.0745282699353993,0.648221055511385,542.255792533979,6.693895063363019,5.01894508488476,8.708,7292.0,9.43311031442136,6.96187539103943,513.898736632256,10190.7994751919,0.0,2499.74986475885,2.6385366002842203,677.889727197429,22.014760109596,101842.847735644,90.0,2.0,3.0,202.21961092703398,11.0,381.908346433192,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Whites,7.0,550.301442769552,92096.9510921585,183.433814256517,1.0,502.07183155101603,0.0,-1.0,1.0,0.962054525269195,0.508429965004325,35.9577825292945,3.28281783498824,39.0693078981712,6.2860000000000005,3714.0,60.3274694411084,377.03382814812403,5774.78597180641,48874.3517911804,0.0,252076.124036992,19.417358938540602,135.781449683079,80.65598534885791,33841.398026951,70.0,1.0,1.0,610.764245944134,7.0,442.45323491144205,2.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Purples,9.0,224.506528791872,24530.610172153,74.83550959729071,1.0,327.793721244883,1.0,-1.0,-1.0,0.504589874926365,0.44877416943199894,985.0015591364349,9.54528705682606,24.258739524520898,3.0039999999999996,6996.0,67.59453029371801,438.243716906595,4154.42464626202,53409.52391379481,-1.0,107448.72368756801,20.9342713488336,191.19121255619098,50.325215235352495,5685.18900628348,90.0,0.0,1.0,704.9711803861659,15.0,555.544926091485,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Reds,6.0,283.399772366993,38703.8280272373,94.46659078899759,0.0,409.709164943688,1.0,-1.0,1.0,0.7185412114486099,0.482496419262141,787.262477912009,3.7291189935058395,50.53520176190672,3.0669999999999997,8933.0,88.54093190748242,412.56872460768,4922.22909865224,52143.914558891396,1.0,167861.59983885402,20.311787824012,129.049523589279,82.7753412304446,9028.403366084909,50.0,2.0,1.0,676.921046602896,10.0,529.27655592323,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Purples,2.0,324.80945871332,43548.3644988394,108.269819571107,1.0,402.220717383193,1.0,-1.0,-1.0,0.5738141373731199,0.403361977310851,270.48505516722804,8.80475750193,59.5341067761183,2.588,7412.0,30.4783070925623,400.064076524972,4822.33532688187,50913.324777099995,1.0,161781.50549225,20.0016018489763,141.996891180954,63.6983536649495,11840.6236495311,90.0,0.0,1.0,662.680750601836,12.0,524.802019982084,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Browns,6.0,425.28523971379207,74085.64247520031,141.761746571264,0.0,522.6067276051609,0.0,-1.0,1.0,0.595114186871797,0.689744382165372,692.793214228004,6.3374471152201295,1.7577652586624,4.821000000000001,5179.0,11.6768924286589,460.70003809164496,6147.4673522349,56603.3542523717,1.0,273117.791738175,21.463924107479603,53.127314808159895,25.206061522476396,20248.1545375065,80.0,1.0,2.0,703.043681733266,8.0,472.30594938054,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Blues,2.0,1315.08118338072,104503.14123154801,438.36039446023904,0.0,238.395490450785,1.0,1.0,1.0,0.417096780147403,0.58815331174992,1.6931912396103102,3.04941420443356,70.2257397584617,5.535,8465.0,4.59128690417856,314.189721131697,3012.33434677124,47843.913279706605,1.0,56832.4098672701,17.725397629720398,446.950621501118,35.80178646370771,192608.19582579698,80.0,1.0248756218905473,3.0,712.1757817920301,11.0,811.130967456847,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Greens,8.0,36.201659904056,3515.8462890178603,12.0672199680187,1.0,291.355117279356,1.0,1.0,1.0,0.5115187691990289,0.644441157113761,919.4493542891,5.81779081607237,5.907043279148639,2.782,7218.0,5.82799196708947,545.4025844568171,4004.35634170719,63803.0503440501,-1.0,84887.8043648672,23.3538558798503,267.811106018317,3.2840752042830004,167.685017724567,90.0,1.0,2.0,850.81972021202,15.0,661.6437649458979,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Khakis,8.0,512.894551858474,102162.505949155,170.96485061949102,0.0,597.564385772686,0.0,1.0,1.0,0.670293833594769,0.6406265862751751,422.701690113172,2.9503770056180696,35.726155503653004,12.597000000000001,3403.0,99.2690867045894,503.66868055425596,6982.98121883537,73121.08646823339,1.0,357083.195143887,22.442564036986898,495.326121730076,47.9537173639983,29409.944997964398,90.0,1.0,2.0,1005.8625438099499,12.0,985.608585467707,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Purples,1.0,86.56309900709681,12033.517345484599,28.8543663356989,1.0,417.043202594838,1.0,-1.0,-1.0,0.43490372365340596,0.8143721262458711,657.2901490144429,7.37684413325042,50.31334157101811,2.8310000000000004,7169.0,27.9401036677882,453.915719194386,5078.26346433715,53261.564354272596,1.0,173925.032830559,21.3052979137675,118.738186199426,84.0785453096032,871.428822970414,60.0,1.0,2.0,664.545258286811,12.0,428.63358150476,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Blues,4.0,1813.66652234105,157306.19274108,604.5555074470179,1.0,260.201405500993,1.0,1.0,1.0,0.426580545958132,0.8055824795737859,984.4480587635189,9.61847675032914,91.87727158423509,6.105,7895.0,64.1421838896349,271.71929879114,3145.45265259221,48705.5751089938,-1.0,67704.7714246923,16.483910300385002,583.273340552823,48.9065448753536,366101.917091969,90.0,1.0,2.0,760.6676684226841,14.0,980.200317921117,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Purples,10.0,554.741315380824,67443.37116080281,184.91377179360802,1.0,364.728762528731,1.0,1.0,1.0,0.35747172916308,0.0637120038736612,110.476633766666,7.369917847681791,15.5036428477615,2.552,7448.0,16.7163948295638,401.243148212252,4449.77392171182,50702.8023126154,-1.0,133027.07021574,20.0310545956086,172.024730431961,44.3413089960814,34388.0167707321,70.0,2.0,3.0,667.221307310135,11.0,498.43791091936765,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Violets,7.0,224.39075577983,74600.86545969339,74.7969185932768,1.0,997.378860823807,0.0,1.0,1.0,0.338707076851279,0.0100546428002417,949.975482886657,4.82125777285546,43.7052812660113,7.497000000000001,8503.0,28.462715819478003,984.407723770709,11942.6040557795,118048.218383528,0.0,994764.592018195,31.375272489186603,839.148922071756,29.8354452941567,5679.37594964255,80.0,0.0,3.0,1471.3604863426901,10.0,971.3112977333369,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Reds,4.0,324.348788252989,69215.6459612802,108.116262750996,1.0,640.196434838776,0.0,-1.0,-1.0,0.330889288336039,0.742976383538917,511.31351947466413,4.96078808791935,70.9938906133175,4.571000000000001,7429.0,50.616483530029704,470.573432998815,7343.111214385391,62700.1031891264,-1.0,409851.475180279,21.692704603133603,184.40748836990898,93.6659884406254,11807.242533993502,45.55555555555556,2.0,1.0,795.598540942856,6.0,616.12561552009,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Khakis,3.0,447.026414978543,124155.907744665,149.00880499284798,1.0,833.2118880533591,0.0,-1.0,1.0,0.698760530911386,0.8686284914147109,495.7789711779313,6.498348799068481,21.4040540391579,10.710999999999999,5289.0,16.2241298006848,767.0267395442349,9866.17235962206,97045.53527532279,0.0,694242.050393443,27.6952475985364,609.984077878859,21.2902475614101,22362.6327703894,90.0,2.0,2.0,1241.4451242837802,13.0,935.599739777256,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Khakis,9.0,109.848700654984,28390.211914614,36.6162335516615,0.0,775.344953886603,0.0,-1.0,-1.0,0.0719603134784847,0.18257204396650198,495.7789711779313,8.65390838123858,17.8791814949363,9.853,6147.0,79.5380390482023,746.9880001153799,9247.42553909678,91650.9104409826,-1.0,601159.7975174179,27.331081210142003,484.885518649347,74.2136219982058,1387.3647930614802,80.0,1.0,3.0,1156.5847001811999,14.0,813.52200937739,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Blues,4.0,1406.77678657085,179450.605734228,468.92559552361604,1.0,382.684603799134,1.0,-1.0,-1.0,0.5858172483276579,0.617636389797553,351.484712446108,4.73888259846717,59.8626191029325,7.558438287153655,5664.0,21.2771405465901,735.8863963745531,5298.61883074045,76219.6953950915,1.0,146447.50598490098,27.127226109105802,264.99227281224097,36.494760005734896,220370.139732701,100.0,1.0,3.0,936.2867697374901,14.0,471.44110524095595,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
